X,Treatment,Temperature,CO2,Tray,Number,Full_ID,Genotype,Population,Elevation,Transplant_Date,OD_transplant,Date_first_death_observed,Status,Lifetime_Flowered,Lifetime_Fruited,Overwinter_survival,Season_survival,Pre_Vern_Flowered,Post_Vern_Flowered,Date_PreVern_Flowering,Date_PostVern_Flowering,Stem_number_flowering_pre,Height1_flowering_pre,Stem_number_flowering,Height1_flowering,Height2_flowering,Height3_flowering,Height4_flowering,Height5_flowering,Height6_flowering,Height7_flowering,Height8_flowering,Date_silique_pre,Date_silique,Pre_Vern_Fruited,Post_Vern_Fruited,Stem_number_silique_pre,Height1_silique_pre,Height2_silique_pre,Height3_silique_pre,Height4_silique_pre,Height5_silique_pre,Stem_number_silique,Height1_silique,Height2_silique,Height3_silique,Height4_silique,Height5_silique,Height6_silique,Height7_silique,Height8_silique,Height9_silique,Failed_silique_number,Mature_silique_number,Mature_length_siliques,Post_reproductive,Date_post_reproductive,Stem_number_PR,Height1_PR,Height2_PR,Height3_PR,Height4_PR,Height5_PR,Height6_PR,Height7_PR,Height8_PR,Stem_number_Harvest,Height1_Harvest,Height2_Harvest,Height3_Harvest,Height4_Harvest,Height5_Harvest,Width_Census1,Width_Census2,Width_Census3,Width_Census4,Width_Census5,Width_Census6,Width_Census7,Width_Census8,Width_Census9,Width_Census10,Rosette_FW,Rosette_DW,Stem_FW,Stem_DW,Bolt_Leaves_FW,Bolt_Leaves_DW,Flower_FW,Flower_DW,Root_DW,Root_Shoot,Licor_E,Licor_A,Licor_Ca,Licor_Ci,Licor_gsw,Licor_LeafArea,Licor_dryLeafMass,Licor_SLA,Q.anthocyanin,SLA_rosette_June22,Check,Resolution,Next steps
287,T4,Low,High,4,371,T4_4_371,304_19A,304,3673,8/25/2021,237,363,0,1,1,1,1,0,1,NA,246,NA,NA,1,31,NA,NA,NA,NA,NA,NA,NA,NA,266,0,1,NA,NA,NA,NA,NA,NA,1,94,NA,NA,NA,NA,NA,NA,NA,NA,0,6,240.3,1,285,1,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.15,29.31,31.65,27.6,33.35,37.8,22,31.85,0.3057,0.1079,0.0595,0.026,0,0,0,0,0.2438,1.820761763,NA,NA,NA,NA,NA,NA,NA,NA,27.412,165.9163391,,,
288,T4,Low,High,4,372,T4_4_372,46_3A,46,3009,9/15/2021,258,77,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
289,T4,Low,High,4,373,T4_4_373,210_3,210,3161.3,9/15/2021,258,342,0,1,1,1,1,0,1,NA,232,NA,NA,1,95,NA,NA,NA,NA,NA,NA,NA,NA,245,0,1,NA,NA,NA,NA,NA,NA,1,200,NA,NA,NA,NA,NA,NA,NA,NA,0,6,353.5,1,279,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76,41.39,38.43,53.17,44.12,48.63,46.99,39.35,42.71,0.4535,0.1616,0.2032,0.1079,0,0,0,0,0.4602,1.707606679,NA,NA,NA,NA,NA,NA,NA,NA,34.603,123.8529429,,,
290,T4,Low,High,4,376,T4_4_376,273_18C,273,2710,9/15/2021,258,119,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,29.23,11.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
291,T4,Low,High,4,377,T4_4_377,83_1,83,2994,9/16/2021,259,20,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
292,T4,Low,High,4,378,T4_4_378,188_2,188,3126,8/17/2021,229,371,0,1,1,1,1,0,1,NA,288,NA,NA,1,74,NA,NA,NA,NA,NA,NA,NA,NA,332,0,1,NA,NA,NA,NA,NA,NA,1,110,NA,NA,NA,NA,NA,NA,NA,NA,0,2,72,1,361,1,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,47.12,48.88,57.36,35.81,40.2,39.75,36.36,30.18,0.1651,0.0586,0.2309,0.1121,0.0426,0.0154,0,0,0.4204,2.259000537,NA,NA,NA,NA,NA,NA,NA,NA,22.331,95.7121973,,,
293,T4,Low,High,4,379,T4_4_379,253_9,253,3460,8/25/2021,237,8,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
294,T4,Low,High,4,380,T4_4_380,328_2,328,3660,8/17/2021,229,371,0,1,1,1,1,0,1,NA,246,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,390.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71,20.56,72.82,69.54,81.2,91.13,86.98,85.14,91.65,46.79,0.3891,0.1465,0.5187,0.2567,0,0,0,0,0.1967,0.487847222,0.000450894,5.903522813,648.4836452,351.4515503,0.033122754,0.988962551,0.0115,85.99674357,14.337,79.91676209,,,
295,T4,Low,High,4,381,T4_4_381,106_6,106,2925,8/17/2021,229,371,0,1,1,1,1,0,1,NA,278,NA,NA,1,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,492.17,1,364,1,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89,28.87,79.83,72.12,70.46,74.65,77.62,74.51,55.18,33.44,0.1213,0.0495,0.3924,0.188,0.0765,0.0259,0,0,0.6193,2.351176917,NA,NA,NA,NA,NA,NA,NA,NA,15.835,101.7357251,,,
296,T4,Low,High,4,383,T4_4_383,67_4,67,2903,8/17/2021,229,16,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
297,T4,Low,High,4,384,T4_4_384,303_8,303,3570,8/19/2021,231,369,0,1,1,1,1,0,1,NA,244,NA,NA,1,21.67,NA,NA,NA,NA,NA,NA,NA,NA,263,0,1,NA,NA,NA,NA,NA,NA,1,34,NA,NA,NA,NA,NA,NA,NA,NA,0,4,77.6,1,291,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.63,41.53,66.22,70.34,71.85,33.93,28.5,30.05,40.96,26.3,0.2757,0.0957,0.146,0.0636,0,0,0,0,0.4369,2.74262398,0.000456692,1.098564087,649.6754667,591.3427453,0.038048148,0.957636324,0.0131,73.10200947,NA,104.0684933,,,
298,T4,Low,High,4,385,T4_4_385,250_16,250,3133,9/15/2021,258,14,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
299,T4,Low,High,4,386,T4_4_386,102_5,102,3072,8/17/2021,229,371,0,1,1,1,1,0,1,NA,270,NA,NA,2,60,83,NA,NA,NA,NA,NA,NA,NA,302,0,1,NA,NA,NA,NA,NA,NA,5,93,85,50,185,125,NA,NA,NA,NA,0,15,483.3,1,312,6,130,177,50,92,81,30,NA,NA,NA,NA,NA,NA,NA,NA,6.91,11.28,102.59,68.61,66.25,46.89,50.87,53.94,42.66,41.13,0.2911,0.106,0.6704,0.3711,0,0,0,0,0.8795,1.843429051,0.000344112,6.210436999,649.1961333,258.2958633,0.026126505,0.476201669,0.0043,110.7445742,5.853,133.589617,,,
300,T4,Low,High,4,387,T4_4_387,201_2,201,3352,8/17/2021,229,246,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
301,T4,Low,High,4,388,T4_4_388,46_3A,46,3009,9/24/2021,267,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
302,T4,Low,High,4,389,T4_4_389,253_9,253,3460,8/25/2021,237,42,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
303,T4,Low,High,4,390,T4_4_390,210_3,210,3161.3,9/15/2021,258,342,0,1,1,1,1,0,1,NA,236,NA,NA,1,116,NA,NA,NA,NA,NA,NA,NA,NA,245,0,1,NA,NA,NA,NA,NA,NA,1,172,NA,NA,NA,NA,NA,NA,NA,NA,0,6,301,1,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86,88.64,49.27,31.64,32.94,39.49,15.42,15.83,28.48,0.1905,0.071,0.2266,0.113,0,0,0,0,0.3538,1.922826087,0.000875618,0.503021282,649.7025333,624.091033,0.066702618,0.961292245,0.0105,91.55164238,3.026,NA,,,
304,T4,Low,High,4,392,T4_4_392,283_22,283,2890,9/16/2021,259,13,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
305,T4,Low,High,5,394,T4_5_394,255_28,255,3341.67,8/19/2021,231,104,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
306,T4,Low,High,5,397,T4_5_397,49_2,49,2935,9/15/2021,258,28,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
307,T4,Low,High,5,398,T4_5_398,49_2,49,2935,8/29/2021,241,4,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
308,T4,Low,High,5,399,T4_5_399,102_5,102,3072,8/17/2021,229,9,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
309,T4,Low,High,5,402,T4_5_402,106_6,106,2925,8/17/2021,229,9,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
310,T4,Low,High,5,403,T4_5_403,267_12,267,2498.61,8/29/2021,241,4,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
311,T4,Low,High,5,404,T4_5_404,199_1,199,3502,9/15/2021,258,14,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
312,T4,Low,High,5,405,T4_5_405,67_4,67,2903,8/17/2021,229,23,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
313,T4,Low,High,5,406,T4_5_406,212_7,212,3131,8/20/2021,232,369,0,1,1,1,1,0,1,NA,312,NA,NA,2,67,35,NA,NA,NA,NA,NA,NA,158,332,1,1,1,80,NA,NA,NA,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,0,2,87,1,361,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.31,35.16,33.01,20.15,37.72,32.66,37.59,35.46,0.2744,0.1041,0.1451,0.0847,0,0,0,0,0.484,2.563559322,NA,NA,NA,NA,NA,NA,NA,NA,6.437,125.5580011,,,
314,T4,Low,High,5,408,T4_5_408,194_2,194,3108,8/20/2021,232,369,0,1,1,1,1,0,1,NA,245,NA,NA,1,76,NA,NA,NA,NA,NA,NA,NA,NA,317,0,1,NA,NA,NA,NA,NA,NA,1,96,NA,NA,NA,NA,NA,NA,NA,NA,0,6,308.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.68,44.48,94.95,68.52,81.02,45.95,50.73,52.6,49.65,30.67,0.3219,0.1407,0.293,0.1363,0,0,0,0,0.6726,2.428158845,NA,NA,NA,NA,NA,NA,NA,NA,7.749,111.6201835,,,
315,T4,Low,High,5,411,T4_5_411,201_2,201,3352,8/17/2021,229,43,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
316,T4,Low,High,5,412,T4_5_412,211_13A,211,3121.58,8/19/2021,231,370,0,1,1,1,1,0,1,NA,272,NA,NA,1,112,NA,NA,NA,NA,NA,NA,NA,NA,279,0,1,NA,NA,NA,NA,NA,NA,1,145,NA,NA,NA,NA,NA,NA,NA,NA,0,7,351.36,1,306,1,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.81,58.24,65.47,35.89,45.67,45.67,53.21,49.76,0.528,0.2063,0.3302,0.1665,0,0,0,0,0.5487,1.471834764,NA,NA,NA,NA,NA,NA,NA,NA,4.194,107.7519069,,,
317,T4,Low,High,5,413,T4_5_413,207_14B,207,3218.6,9/15/2021,258,62,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
318,T4,Low,High,5,414,T4_5_414,257_2,257,2754.1728,8/19/2021,231,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
319,T4,Low,High,5,415,T4_5_415,273_18C,273,2710,9/15/2021,258,105,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270466491,0.0024,112.6943713,NA,NA,negative photosynthesis,Fixed,
320,T4,Low,High,5,416,T4_5_416,48_2,48,2951,9/15/2021,258,77,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
321,T4,Low,High,5,417,T4_5_417,255_28,255,3341.67,8/19/2021,231,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
322,T4,Low,High,5,418,T4_5_418,283_22,283,2890,9/16/2021,259,34,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
323,T4,Low,High,5,419,T4_5_419,273_18C,273,2710,9/15/2021,258,217,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55,57.26,6.92,9.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
324,T4,Low,High,5,420,T4_5_420,283_22,283,2890,8/20/2021,232,6,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
325,T4,Low,High,5,421,T4_5_421,273_18C,273,2710,9/15/2021,258,119,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.66,6.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
326,T4,Low,High,5,422,T4_5_422,304_19A,304,3673,8/25/2021,237,49,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
327,T4,Low,High,5,424,T4_5_424,49_2,49,2935,8/29/2021,241,360,0,1,1,1,1,0,1,NA,262,NA,NA,1,108,NA,NA,NA,NA,NA,NA,NA,NA,286,0,1,NA,NA,NA,NA,NA,NA,1,270,NA,NA,NA,NA,NA,NA,NA,NA,0,13,453.62,1,303,1,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,85.91,60.49,62.53,39.4,34.08,35.02,41.08,38.59,0.4257,0.1388,0.2283,0.0952,0,0,0,0,0.4821,2.06025641,0.000845647,4.342770946,648.6725484,538.2512412,0.070696683,1.085521884,0.0108,100.5112856,NA,107.0431107,,,
328,T4,Low,High,5,425,T4_5_425,255_28,255,3341.67,8/19/2021,231,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
