Treatment,Temperature,CO2,Tray,Number,Full_ID,Genotype,Population,Elevation,Transplant_Date,OD_transplant,Date_first_death_observed,Status,Lifetime_Flowered,Lifetime_Fruited,Overwinter_survival,Season_survival,Pre_Vern_Flowered,Post_Vern_Flowered,Failed_silique_number,Mature_silique_number,Mature_length_siliques,total_silique_number,total_length_siliques
T2,High,Low,3,237,T2_3_237,255_28,255,3341.67,9/12/21,255,347,0,1,1,1,1,0,1,0,10,532.5,10,532.5
T2,High,Low,3,239,T2_3_239,185_2,185,3411,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,240,T2_3_240,158_2,158,3004,8/15/21,227,375,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,3,241,T2_3_241,273_18C,273,2710,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,242,T2_3_242,91_2,91,2910,9/16/21,259,343,0,1,1,1,1,0,1,0,10,516.46,10,516.46
T2,High,Low,3,245,T2_3_245,262_3,262,2717.292,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,246,T2_3_246,67_4,67,2903,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,248,T2_3_248,107_4,107,3091,8/15/21,227,375,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,3,254,T2_3_254,67_4,67,2903,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,255,T2_3_255,83_1,83,2994,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,260,T2_3_260,262_3,262,2717.292,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,262,T2_3_262,269_15,269,2800,8/15/21,227,375,0,1,1,1,1,0,1,0,6,253,6,253
T2,High,Low,3,263,T2_3_263,262_3,262,2717.292,8/23/21,235,2,1,0,1,0,0,0,0,0,1,26.2,1,26.2
T2,High,Low,3,265,T2_3_265,1_3,1,2989,8/23/21,235,129,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,266,T2_3_266,211_13A,211,3121.58,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,267,T2_3_267,107_4,107,3091,8/18/21,230,372,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,3,269,T2_3_269,328_2,328,3660,8/15/21,227,375,0,1,1,1,1,0,1,0,6,312.3,6,312.3
T2,High,Low,3,270,T2_3_270,83_1,83,2994,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,272,T2_3_272,51_1,51,2929,9/7/21,250,23,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,274,T2_3_274,214_7,214,2693.59,9/12/21,255,347,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,3,276,T2_3_276,151_3,151,2975,8/23/21,235,16,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,278,T2_3_278,56_3,56,3132,9/22/21,265,337,0,1,1,1,1,0,1,0,7,433.9,7,433.9
T2,High,Low,3,279,T2_3_279,162_2,162,3055,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,280,T2_3_280,66_4,66,2940,8/13/21,225,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,3,281,T2_3_281,213_1,213,2789.81,8/15/21,227,164,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,282,T2_3_282,303_8,303,3570,8/13/21,225,377,0,1,1,1,1,0,1,0,10,246.5,10,246.5
T2,High,Low,3,283,T2_3_283,98_7,98,3011,9/12/21,255,347,0,1,1,1,1,0,1,0,18,427.1,18,427.1
T2,High,Low,3,284,T2_3_284,250_16,250,3133,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,285,T2_3_285,328_2,328,3660,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,287,T2_3_287,262_3,262,2717.292,8/23/21,235,367,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,3,289,T2_3_289,250_28,250,3133,9/12/21,255,347,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,3,290,T2_3_290,250_16,250,3133,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,3,291,T2_3_291,212_7,212,3131,8/18/21,230,372,0,1,1,1,1,0,1,0,16,423.99,16,423.99
T2,High,Low,3,292,T2_3_292,213_1,213,2789.81,8/15/21,227,10,1,0,1,0,0,0,0,0,5,93.6,5,93.6
T2,High,Low,3,293,T2_3_293,303_8,303,3570,8/13/21,225,377,0,1,1,1,1,0,1,7,2,47.7,2,47.7
T2,High,Low,3,294,T2_3_294,1_3,1,2989,9/1/21,244,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,295,T2_4_295,199_1,199,3502,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,297,T2_4_297,199_1,199,3502,9/12/21,255,347,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,4,298,T2_4_298,303_8,303,3570,8/13/21,225,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,4,300,T2_4_300,83_1,83,2994,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,301,T2_4_301,189_1,189,3273,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,302,T2_4_302,214_7,214,2693.59,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,304,T2_4_304,91_2,91,2910,9/16/21,259,343,0,1,1,1,1,0,1,0,9,430.6,9,430.6
T2,High,Low,4,305,T2_4_305,49_2,49,2935,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,306,T2_4_306,56_3,56,3132,9/22/21,265,8,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,307,T2_4_307,199_1,199,3502,9/12/21,255,109,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,308,T2_4_308,185_2,185,3411,9/12/21,255,347,0,1,1,1,1,0,1,1,10,157.1,10,157.1
T2,High,Low,4,310,T2_4_310,257_2,257,2754.1728,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,311,T2_4_311,162_2,162,3055,9/12/21,255,347,0,1,1,1,1,0,1,0,8,399.2,8,399.2
T2,High,Low,4,314,T2_4_314,262_3,262,2717.292,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,316,T2_4_316,199_1,199,3502,9/16/21,259,343,0,1,1,1,1,0,1,0,5,236.3,5,236.3
T2,High,Low,4,317,T2_4_317,213_1,213,2789.81,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,318,T2_4_318,270_10,270,2553,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,319,T2_4_319,151_3,151,2975,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,320,T2_4_320,158_2,158,3004,8/23/21,235,16,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,322,T2_4_322,48_2,48,2951,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,325,T2_4_325,188_2,188,3126,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,327,T2_4_327,250_16,250,3133,9/12/21,255,347,0,1,1,1,1,0,1,0,5,261,5,261
T2,High,Low,4,328,T2_4_328,257_2,257,2754.1728,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,333,T2_4_333,56_3,56,3132,9/22/21,265,8,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,334,T2_4_334,250_28,250,3133,9/12/21,255,347,0,1,1,1,1,0,1,0,8,273.1,8,273.1
T2,High,Low,4,335,T2_4_335,269_15,269,2800,8/15/21,227,375,0,1,1,1,1,0,1,3,13,397.7,13,397.7
T2,High,Low,4,336,T2_4_336,188_2,188,3126,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,338,T2_4_338,83_1,83,2994,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,339,T2_4_339,211_13A,211,3121.58,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,341,T2_4_341,48_2,48,2951,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,343,T2_4_343,91_2,91,2910,9/16/21,259,343,0,1,1,1,1,0,1,0,8,229.1,8,229.1
T2,High,Low,4,344,T2_4_344,262_3,262,2717.292,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,345,T2_4_345,157_3,157,3004,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,346,T2_4_346,259_19C,259,2759.964,9/1/21,244,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,347,T2_4_347,185_2,185,3411,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,348,T2_4_348,270_10,270,2553,8/15/21,227,375,0,1,1,1,1,0,1,0,6,190.7,6,190.7
T2,High,Low,4,349,T2_4_349,91_2,91,2910,9/16/21,259,343,0,1,1,1,1,0,1,2,9,254.9,9,254.9
T2,High,Low,4,350,T2_4_350,157_3,157,3004,8/18/21,230,372,0,1,0,1,1,0,1,3,NA,NA,0,0
T2,High,Low,4,352,T2_4_352,262_3,262,2717.292,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,353,T2_4_353,81_1,81,3095,8/23/21,235,367,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,4,357,T2_4_357,157_3,157,3004,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,358,T2_4_358,211_13A,211,3121.58,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,359,T2_4_359,107_4,107,3091,8/18/21,230,372,0,1,1,1,1,0,1,0,3,132.2,3,132.2
T2,High,Low,4,361,T2_4_361,253_9,253,3460,8/18/21,230,372,0,1,1,1,1,0,1,8,18,576.2,18,576.2
T2,High,Low,4,362,T2_4_362,211_13A,211,3121.58,8/13/21,225,377,0,1,1,1,1,0,1,0,10,515.8,10,515.8
T2,High,Low,4,363,T2_4_363,328_2,328,3660,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,364,T2_4_364,49_2,49,2935,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,365,T2_4_365,81_1,81,3095,8/23/21,235,269,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,366,T2_4_366,210_3,210,3161.3,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,368,T2_4_368,189_1,189,3273,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,371,T2_4_371,66_4,66,2940,8/13/21,225,19,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,372,T2_4_372,253_9,253,3460,8/15/21,227,375,0,1,1,1,1,0,1,17,4,92.7,4,92.7
T2,High,Low,4,373,T2_4_373,199_1,199,3502,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,374,T2_4_374,267_12,267,2498.61,9/16/21,259,343,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,4,375,T2_4_375,158_2,158,3004,9/5/21,248,354,0,1,1,1,1,0,1,4,33,773.1,33,773.1
T2,High,Low,4,377,T2_4_377,270_10,270,2553,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,380,T2_4_380,86_2,86,2880,8/18/21,230,372,0,0,1,1,1,0,0,0,14,363.1,14,363.1
T2,High,Low,4,381,T2_4_381,199_1,199,3502,9/12/21,255,81,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,388,T2_4_388,188_2,188,3126,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,389,T2_4_389,250_16,250,3133,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,390,T2_4_390,48_2,48,2951,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,4,391,T2_4_391,188_2,188,3126,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,394,T2_5_394,253_9,253,3460,8/15/21,227,375,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,5,399,T2_5_399,211_13A,211,3121.58,8/13/21,225,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,5,400,T2_5_400,211_13A,211,3121.58,8/13/21,225,346,1,1,1,1,0,0,1,0,8,289.6,8,289.6
T2,High,Low,5,403,T2_5_403,262_3,262,2717.292,8/23/21,235,2,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,405,T2_5_405,269_15,269,2800,8/15/21,227,375,0,1,1,1,1,0,1,0,23,451.88,23,451.88
T2,High,Low,5,407,T2_5_407,162_2,162,3055,9/12/21,255,347,0,1,1,1,1,0,1,1,6,196.5,6,196.5
T2,High,Low,5,411,T2_5_411,49_2,49,2935,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,412,T2_5_412,185_2,185,3411,9/12/21,255,347,0,1,1,1,1,0,1,5,23,686,23,686
T2,High,Low,5,414,T2_5_414,162_2,162,3055,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,415,T2_5_415,157_3,157,3004,8/18/21,230,372,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,5,416,T2_5_416,157_3,157,3004,9/16/21,259,28,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,420,T2_5_420,273_18C,273,2710,9/16/21,259,206,1,0,0,1,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,421,T2_5_421,253_9,253,3460,8/15/21,227,375,0,1,1,1,1,0,1,3,9,196.66,9,196.66
T2,High,Low,5,422,T2_5_422,214_7,214,2693.59,9/12/21,255,290,1,0,1,1,0,0,0,0,6,133.4,6,133.4
T2,High,Low,5,423,T2_5_423,214_7,214,2693.59,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,425,T2_5_425,209_5,209,2721.21,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,426,T2_5_426,303_8,303,3570,8/13/21,225,377,0,1,1,1,1,0,1,3,20,506.4,20,506.4
T2,High,Low,5,429,T2_5_429,213_1,213,2789.81,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,430,T2_5_430,91_2,91,2910,9/16/21,259,343,0,1,1,1,1,0,1,0,16,669.46,16,669.46
T2,High,Low,5,431,T2_5_431,66_4,66,2940,8/13/21,225,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,5,434,T2_5_434,91_2,91,2910,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,436,T2_5_436,81_1,81,3095,8/23/21,235,241,1,0,0,1,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,438,T2_5_438,102_5,102,3072,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,441,T2_5_441,107_4,107,3091,8/18/21,230,372,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,5,443,T2_5_443,209_5,209,2721.21,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,444,T2_5_444,253_9,253,3460,8/15/21,227,375,0,1,1,1,1,0,1,0,16,393.7,16,393.7
T2,High,Low,5,445,T2_5_445,66_4,66,2940,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,446,T2_5_446,162_2,162,3055,9/12/21,255,347,0,1,0,1,1,0,1,0,NA,NA,0,0
T2,High,Low,5,447,T2_5_447,66_4,66,2940,8/13/21,225,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,5,449,T2_5_449,273_18C,273,2710,9/16/21,259,132,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,450,T2_5_450,102_5,102,3072,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,452,T2_5_452,211_13A,211,3121.58,8/13/21,225,26,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,454,T2_5_454,1_3,1,2989,9/1/21,244,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,458,T2_5_458,154_5,154,2992,9/16/21,259,21,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,463,T2_5_463,199_1,199,3502,9/12/21,255,39,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,464,T2_5_464,250_28,250,3133,9/22/21,265,22,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,468,T2_5_468,102_5,102,3072,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,470,T2_5_470,255_28,255,3341.67,9/12/21,255,210,1,0,0,1,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,473,T2_5_473,154_5,154,2992,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,474,T2_5_474,102_5,102,3072,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,480,T2_5_480,253_9,253,3460,8/15/21,227,375,0,1,1,1,1,0,1,1,13,359.7,13,359.7
T2,High,Low,5,482,T2_5_482,212_7,212,3131,8/18/21,230,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,484,T2_5_484,212_7,212,3131,8/23/21,235,367,0,1,1,1,1,0,1,6,11,196.6,11,196.6
T2,High,Low,5,488,T2_5_488,162_2,162,3055,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,5,490,T2_5_490,255_28,255,3341.67,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,491,T2_6_491,189_1,189,3273,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,492,T2_6_492,328_2,328,3660,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,493,T2_6_493,188_2,188,3126,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,494,T2_6_494,255_28,255,3341.67,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,498,T2_6_498,273_18C,273,2710,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,499,T2_6_499,250_28,250,3133,9/24/21,267,6,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,512,T2_6_512,211_13A,211,3121.58,8/13/21,225,377,0,1,1,1,1,0,1,0,8,352.6,8,352.6
T2,High,Low,6,515,T2_6_515,98_7,98,3011,9/12/21,255,32,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,517,T2_6_517,199_1,199,3502,9/12/21,255,347,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,6,520,T2_6_520,269_15,269,2800,8/15/21,227,375,0,1,1,1,1,0,1,0,4,165.8,4,165.8
T2,High,Low,6,523,T2_6_523,213_1,213,2789.81,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,525,T2_6_525,162_2,162,3055,9/12/21,255,347,0,1,1,1,1,0,1,1,13,350.2,13,350.2
T2,High,Low,6,533,T2_6_533,214_7,214,2693.59,9/12/21,255,25,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,535,T2_6_535,194_2,194,3108,8/13/21,225,12,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,538,T2_6_538,211_13A,211,3121.58,8/13/21,225,377,0,1,1,1,1,0,1,0,7,262.1,7,262.1
T2,High,Low,6,540,T2_6_540,86_2,86,2880,8/18/21,230,372,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,6,541,T2_6_541,213_1,213,2789.81,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,546,T2_6_546,107_4,107,3091,8/18/21,230,372,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,6,549,T2_6_549,303_8,303,3570,8/13/21,225,377,0,1,1,1,1,0,1,0,17,530.1,17,530.1
T2,High,Low,6,550,T2_6_550,250_16,250,3133,9/24/21,267,6,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,551,T2_6_551,189_1,189,3273,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,555,T2_6_555,194_2,194,3108,8/13/21,225,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,6,556,T2_6_556,273_18C,273,2710,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,558,T2_6_558,189_1,189,3273,9/12/21,255,39,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,561,T2_6_561,185_2,185,3411,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,562,T2_6_562,189_1,189,3273,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,563,T2_6_563,189_1,189,3273,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,567,T2_6_567,48_2,48,2951,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,570,T2_6_570,253_9,253,3460,8/18/21,230,372,0,1,1,1,1,0,1,13,7,140.2,7,140.2
T2,High,Low,6,572,T2_6_572,213_1,213,2789.81,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,573,T2_6_573,269_15,269,2800,8/15/21,227,375,0,1,1,1,1,0,1,0,15,305.8,15,305.8
T2,High,Low,6,575,T2_6_575,209_5,209,2721.21,9/16/21,259,343,0,1,1,1,1,0,1,0,16,480.8,16,480.8
T2,High,Low,6,580,T2_6_580,154_5,154,2992,9/23/21,266,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,583,T2_6_583,199_1,199,3502,9/16/21,259,343,0,1,1,1,1,0,1,0,10,296,10,296
T2,High,Low,6,584,T2_6_584,102_5,102,3072,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,6,587,T2_6_587,48_2,48,2951,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,591,T2_7_591,194_2,194,3108,8/13/21,225,307,1,0,0,1,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,592,T2_7_592,154_5,154,2992,9/23/21,266,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,599,T2_7_599,91_2,91,2910,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,603,T2_7_603,273_18C,273,2710,9/16/21,259,77,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,605,T2_7_605,81_1,81,3095,9/22/21,265,337,0,1,1,1,1,0,1,0,24,714.72,24,714.72
T2,High,Low,7,611,T2_7_611,157_3,157,3004,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,613,T2_7_613,157_3,157,3004,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,614,T2_7_614,189_1,189,3273,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,616,T2_7_616,86_2,86,2880,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,617,T2_7_617,98_7,98,3011,9/12/21,255,347,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,7,618,T2_7_618,303_8,303,3570,8/13/21,225,377,0,1,1,1,1,0,1,1,20,498.2,20,498.2
T2,High,Low,7,619,T2_7_619,81_1,81,3095,9/24/21,267,6,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,620,T2_7_620,250_28,250,3133,9/27/21,270,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,621,T2_7_621,273_18C,273,2710,9/16/21,259,77,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,622,T2_7_622,83_1,83,2994,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,623,T2_7_623,48_2,48,2951,8/18/21,230,372,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,7,624,T2_7_624,194_2,194,3108,8/15/21,227,375,0,1,1,1,1,0,1,0,20,552.4,20,552.4
T2,High,Low,7,627,T2_7_627,107_4,107,3091,8/18/21,230,372,0,1,1,1,1,0,1,0,3,94.7,3,94.7
T2,High,Low,7,628,T2_7_628,269_15,269,2800,8/15/21,227,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,633,T2_7_633,157_3,157,3004,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,634,T2_7_634,162_2,162,3055,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,637,T2_7_637,157_3,157,3004,9/16/21,259,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,641,T2_7_641,269_15,269,2800,8/15/21,227,375,0,1,1,1,1,0,1,5,23,450,23,450
T2,High,Low,7,642,T2_7_642,107_4,107,3091,8/18/21,230,372,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,7,643,T2_7_643,83_1,83,2994,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,645,T2_7_645,255_28,255,3341.67,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,647,T2_7_647,328_2,328,3660,8/15/21,227,375,0,1,1,1,1,0,1,0,9,243.9,9,243.9
T2,High,Low,7,648,T2_7_648,214_7,214,2693.59,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,651,T2_7_651,273_18C,273,2710,9/16/21,259,105,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,654,T2_7_654,255_28,255,3341.67,9/12/21,255,18,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,656,T2_7_656,194_2,194,3108,8/15/21,227,375,0,1,1,1,1,0,1,0,5,200.4,5,200.4
